#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome O","NC_048533.1",27939550,27940119,"-",117896026,"LOC117896026","-","XP_034659925.1",169,"uncharacterized protein LOC117896026"
"chromosome O","NC_048533.1",27940608,27943838,"-",117897325,"LOC117897325","-","XP_034661986.1",975,"116 kDa U5 small nuclear ribonucleoprotein component"
"chromosome O","NC_048533.1",27943880,27945327,"+",117896027,"LOC117896027","-","XP_034659927.1",350,"LOW QUALITY PROTEIN: cell wall protein DAN4"
"chromosome O","NC_048533.1",27945499,27946522,"+",117898661,"LOC117898661","-","XP_034664128.1",322,"uncharacterized protein LOC117898661"
"chromosome O","NC_048533.1",27946618,27947315,"+",117898662,"LOC117898662","-","XP_034664129.1",192,"mitochondrial transcription rescue factor 1"
"chromosome O","NC_048533.1",27947464,27949482,"-",117898658,"LOC117898658","-","XP_034664124.1",654,"neprilysin-2"
"chromosome O","NC_048533.1",27950237,27952118,"+",117898659,"LOC117898659","-","XP_034664125.1",464,"uncharacterized protein CG4951"
"chromosome O","NC_048533.1",27952463,27955216,"-",117898657,"LOC117898657","-","XP_034664123.1",793,"endoplasmin"
"chromosome O","NC_048533.1",27957414,27960688,"+",117898660,"LOC117898660","-","XP_034664126.1",392,"mitoferrin"
"chromosome O","NC_048533.1",27957414,27960688,"+",117898660,"LOC117898660","-","XP_034664127.1",392,"mitoferrin"
"chromosome O","NC_048533.1",27962520,27966472,"-",117898656,"LOC117898656","-","XP_034664121.1",1148,"serine-rich adhesin for platelets isoform X2"
"chromosome O","NC_048533.1",27962520,27966472,"-",117898656,"LOC117898656","-","XP_034664120.1",1170,"serine-rich adhesin for platelets isoform X1"
"chromosome O","NC_048533.1",27966986,27971824,"+",117899013,"LOC117899013","-","XP_034664660.1",1519,"probable histone-lysine N-methyltransferase Mes-4 isoform X1"
"chromosome O","NC_048533.1",27966986,27971824,"+",117899013,"LOC117899013","-","XP_034664661.1",1514,"probable histone-lysine N-methyltransferase Mes-4 isoform X2"
"chromosome O","NC_048533.1",27972779,27978378,"-",117899014,"LOC117899014","-","XP_034664662.1",851,"glycerol-3-phosphate acyltransferase 1, mitochondrial isoform X1"
"chromosome O","NC_048533.1",27972779,27975552,"-",117899014,"LOC117899014","-","XP_034664663.1",788,"glycerol-3-phosphate acyltransferase 1, mitochondrial isoform X2"
"chromosome O","NC_048533.1",27976578,27977258,"+",117899016,"LOC117899016","-","XP_034664666.1",226,"RING finger protein nenya"
"chromosome O","NC_048533.1",27979639,27981391,"-",117899015,"LOC117899015","-","XP_034664665.1",401,"60S ribosomal protein L4"
"chromosome O","NC_048533.1",27982072,27983687,"+",117898011,"LOC117898011","-","XP_034663031.1",487,"programmed cell death protein 2-like"
"chromosome O","NC_048533.1",27983948,27985319,"-",117898012,"LOC117898012","-","XP_034663032.1",438,"F-box only protein 9"
"chromosome O","NC_048533.1",27986021,27987903,"+",117898010,"LOC117898010","-","XP_034663030.1",522,"DNA-directed RNA polymerase III subunit RPC3"
"chromosome O","NC_048533.1",27988031,27990611,"-",117898007,"LOC117898007","-","XP_034663027.1",685,"protein VAC14 homolog"
"chromosome O","NC_048533.1",27991525,27993453,"-",117898009,"LOC117898009","-","XP_034663029.1",642,"major heat shock 70 kDa protein Ab-like"
"chromosome O","NC_048533.1",27995481,27997409,"+",117898008,"LOC117898008","-","XP_034663028.1",642,"major heat shock 70 kDa protein Ab"
"chromosome O","NC_048533.1",27997926,28000698,"-",117898006,"LOC117898006","-","XP_034663026.1",817,"protein dalmatian"
"chromosome O","NC_048533.1",28002304,28005113,"+",117899549,"LOC117899549","-","XP_034665527.1",793,"ubiquitin thioesterase trabid"
"chromosome O","NC_048533.1",28002304,28005113,"+",117899549,"LOC117899549","-","XP_034665528.1",793,"ubiquitin thioesterase trabid"
"chromosome O","NC_048533.1",28007013,28016104,"+",117899547,"LOC117899547","-","XP_034665526.1",821,"actin-binding LIM protein 3 isoform X6"
"chromosome O","NC_048533.1",28011895,28016104,"+",117899547,"LOC117899547","-","XP_034665522.1",873,"actin-binding LIM protein 3 isoform X2"
"chromosome O","NC_048533.1",28011895,28016104,"+",117899547,"LOC117899547","-","XP_034665521.1",880,"actin-binding LIM protein 3 isoform X1"
"chromosome O","NC_048533.1",28011895,28016104,"+",117899547,"LOC117899547","-","XP_034665525.1",839,"actin-binding LIM protein 2 isoform X5"
"chromosome O","NC_048533.1",28011895,28016104,"+",117899547,"LOC117899547","-","XP_034665524.1",854,"actin-binding LIM protein 3 isoform X4"
"chromosome O","NC_048533.1",28011895,28016104,"+",117899547,"LOC117899547","-","XP_034665523.1",861,"actin-binding LIM protein 3 isoform X3"
"chromosome O","NC_048533.1",28017006,28017943,"-",117899550,"LOC117899550","-","XP_034665529.1",248,"uncharacterized protein LOC117899550"
"chromosome O","NC_048533.1",28018154,28021528,"+",117895994,"LOC117895994","-","XP_034659872.1",1025,"protein O-GlcNAcase"
"chromosome O","NC_048533.1",28021845,28022554,"-",117895995,"LOC117895995","-","XP_034659873.1",213,"ATP synthase subunit C lysine N-methyltransferase"
"chromosome O","NC_048533.1",28023090,28027916,"+",117895993,"LOC117895993","-","XP_034659871.1",1275,"negative elongation factor A"
"chromosome O","NC_048533.1",28029206,28032182,"-",117897555,"LOC117897555","-","XP_034662376.1",880,"mycosubtilin synthase subunit C"
"chromosome O","NC_048533.1",28040747,28043402,"+",117898099,"LOC117898099","-","XP_034663170.1",723,"nose resistant to fluoxetine protein 6"
"chromosome O","NC_048533.1",28055079,28058911,"+",117896028,"LOC117896028","-","XP_034659928.1",638,"motilin receptor"
"chromosome O","NC_048533.1",28058988,28061248,"+",117896029,"LOC117896029","-","XP_034659929.1",323,"neuromedin-U receptor 1-like"
"chromosome O","NC_048533.1",28062548,28064322,"-",117899509,"LOC117899509","-","XP_034665451.1",205,"ras-related protein Rab-1A"
"chromosome O","NC_048533.1",28064959,28065528,"-",117899510,"LOC117899510","-","XP_034665452.1",142,"AP-2 complex subunit sigma"
"chromosome O","NC_048533.1",28065774,28066595,"+",117899506,"LOC117899506","-","XP_034665448.1",252,"isopentenyl-diphosphate Delta-isomerase 1"
"chromosome O","NC_048533.1",28067602,28068982,"-",117899505,"LOC117899505","-","XP_034665446.1",321,"3\\'-5\\' ssDNA/RNA exonuclease TatD isoform X1"
"chromosome O","NC_048533.1",28067602,28068472,"-",117899505,"LOC117899505","-","XP_034665447.1",251,"3\\'-5\\' ssDNA/RNA exonuclease TatD isoform X2"
"chromosome O","NC_048533.1",28069440,28070251,"-",117899507,"LOC117899507","-","XP_034665449.1",250,"farnesol dehydrogenase isoform X1"
"chromosome O","NC_048533.1",28069815,28070251,"-",117899507,"LOC117899507","-","XP_034665450.1",125,"farnesol dehydrogenase isoform X2"
"chromosome O","NC_048533.1",28073199,28084507,"-",117899504,"LOC117899504","-","XP_034665445.1",796,"neuropeptide SIFamide receptor"
"chromosome O","NC_048533.1",28077312,28077795,"+",117899511,"LOC117899511","-","XP_034665453.1",101,"uncharacterized protein LOC117899511"
"chromosome O","NC_048533.1",28089162,28093257,"+",117897227,"LOC117897227","-","XP_034661837.1",1210,"LOW QUALITY PROTEIN: uncharacterized protein LOC117897227"
"chromosome O","NC_048533.1",28094279,28095649,"-",117897226,"LOC117897226","-","XP_034661836.1",456,"hexokinase type 2"
"chromosome O","NC_048533.1",28096444,28097844,"-",117896567,"LOC117896567","-","XP_034660859.1",466,"hexokinase type 1"
"chromosome O","NC_048533.1",28098833,28100110,"-",117897870,"LOC117897870","-","XP_034662835.1",425,"helix-loop-helix protein delilah"
"chromosome O","NC_048533.1",28128673,28128861,"+",117898092,"LOC117898092","-","XP_034663163.1",62,"uncharacterized protein LOC117898092"
"chromosome O","NC_048533.1",28129185,28129370,"+",117898094,"LOC117898094","-","XP_034663164.1",61,"uncharacterized protein LOC117898094"
"chromosome O","NC_048533.1",28140295,28141520,"-",117898179,"LOC117898179","-","XP_034663278.1",364,"fructose-bisphosphate aldolase"
"chromosome O","NC_048533.1",28154162,28156063,"+",117896031,"LOC117896031","-","XP_034659930.1",485,"acid-sensing ion channel 2"
"chromosome O","NC_048533.1",28172292,28220524,"-",117897276,"LOC117897276","-","XP_034661897.1",777,"ABC transporter G family member 20 isoform X2"
"chromosome O","NC_048533.1",28191703,28220524,"-",117897276,"LOC117897276","-","XP_034661896.1",777,"ABC transporter G family member 20 isoform X1"
"chromosome O","NC_048533.1",28191703,28220524,"-",117897276,"LOC117897276","-","XP_034661898.1",777,"ABC transporter G family member 20 isoform X1"
"chromosome O","NC_048533.1",28280987,28287921,"-",117895952,"LOC117895952","-","XP_034659793.1",441,"dipeptidase 1"
"chromosome O","NC_048533.1",28299760,28302574,"+",117895953,"LOC117895953","-","XP_034659795.1",361,"fructose-bisphosphate aldolase isoform X2"
"chromosome O","NC_048533.1",28299760,28301731,"+",117895953,"LOC117895953","-","XP_034659794.1",363,"fructose-bisphosphate aldolase isoform X1"
"chromosome O","NC_048533.1",28304236,28305296,"-",117895954,"LOC117895954","-","XP_034659796.1",313,"proteasome subunit beta type-2-like"
"chromosome O","NC_048533.1",28313023,28314537,"-",117895955,"LOC117895955","-","XP_034659798.1",179,"uncharacterized protein LOC117895955 isoform X2"
"chromosome O","NC_048533.1",28313920,28314537,"-",117895955,"LOC117895955","-","XP_034659797.1",184,"uncharacterized protein LOC117895955 isoform X1"
"chromosome O","NC_048533.1",28314793,28315239,"-",117895956,"LOC117895956","-","XP_034659799.1",128,"uncharacterized protein LOC117895956 isoform X1"
"chromosome O","NC_048533.1",28314924,28315239,"-",117895956,"LOC117895956","-","XP_034659800.1",86,"uncharacterized protein LOC117895956 isoform X2"
"chromosome O","NC_048533.1",28331302,28333836,"-",117896996,"LOC117896996","-","XP_034661447.1",844,"uncharacterized protein LOC117896996"
"chromosome O","NC_048533.1",28371981,28372874,"+",117896655,"LOC117896655","-","XP_034660993.1",297,"seminase-like"
"chromosome O","NC_048533.1",28373685,28375082,"+",117897273,"LOC117897273","-","XP_034661890.1",368,"protein HGH1 homolog isoform X1"
"chromosome O","NC_048533.1",28373685,28375082,"+",117897273,"LOC117897273","-","XP_034661892.1",347,"protein HGH1 homolog isoform X2"
"chromosome O","NC_048533.1",28376240,28376759,"-",117897275,"LOC117897275","-","XP_034661895.1",148,"uncharacterized protein LOC117897275"
"chromosome O","NC_048533.1",28378678,28379412,"-",117897274,"LOC117897274","-","XP_034661893.1",170,"uncharacterized protein LOC117897274"
"chromosome O","NC_048533.1",28378678,28379412,"-",117897274,"LOC117897274","-","XP_034661894.1",170,"uncharacterized protein LOC117897274"
"chromosome O","NC_048533.1",28436829,28437214,"+",117897677,"LOC117897677","-","XP_034662579.1",111,"uncharacterized protein LOC117897677"
"chromosome O","NC_048533.1",28451380,28452607,"-",117898141,"LOC117898141","-","XP_034663228.1",243,"survival of motor neuron-related-splicing factor 30"
"chromosome O","NC_048533.1",28453300,28455253,"+",117898137,"LOC117898137","-","XP_034663222.1",629,"uncharacterized protein LOC117898137"
"chromosome O","NC_048533.1",28457251,28460137,"+",117896317,"LOC117896317","-","XP_034660439.1",618,"proton-associated sugar transporter A"
"chromosome O","NC_048533.1",28460464,28464200,"-",117896316,"LOC117896316","-","XP_034660438.1",941,"aminopeptidase N isoform X2"
"chromosome O","NC_048533.1",28460464,28464063,"-",117896316,"LOC117896316","-","XP_034660437.1",929,"aminopeptidase N isoform X1"
"chromosome O","NC_048533.1",28465286,28468440,"-",117896032,"LOC117896032","-","XP_034659931.1",1027,"uncharacterized protein LOC117896032"
"chromosome O","NC_048533.1",28469851,28472527,"+",117896318,"LOC117896318","-","XP_034660440.1",462,"eukaryotic translation initiation factor 4B isoform X1"
"chromosome O","NC_048533.1",28469851,28472527,"+",117896318,"LOC117896318","-","XP_034660441.1",79,"uncharacterized protein LOC117896318 isoform X2"
"chromosome O","NC_048533.1",28473466,28483320,"+",117899682,"LOC117899682","-","XP_034665763.1",2634,"eIF-2-alpha kinase activator GCN1"
"chromosome O","NC_048533.1",28484123,28492184,"-",117897700,"LOC117897700","-","XP_034662612.1",939,"hemicentin-1 isoform X1"
"chromosome O","NC_048533.1",28486758,28492184,"-",117897700,"LOC117897700","-","XP_034662613.1",632,"hemicentin-1 isoform X2"
"chromosome O","NC_048533.1",28495569,28496516,"-",117899624,"LOC117899624","-","XP_034665669.1",289,"LOW QUALITY PROTEIN: pinin"
"chromosome O","NC_048533.1",28498365,28500086,"-",117899622,"LOC117899622","-","XP_034665667.1",405,"calreticulin"
"chromosome O","NC_048533.1",28501623,28503098,"+",117899623,"LOC117899623","-","XP_034665668.1",292,"spermidine synthase"
"chromosome O","NC_048533.1",28504624,28508179,"+",117899620,"LOC117899620","-","XP_034665660.1",613,"xaa-Pro aminopeptidase ApepP"
"chromosome O","NC_048533.1",28512774,28521359,"+",117899621,"LOC117899621","-","XP_034665665.1",442,"forkhead box protein P1 isoform X4"
"chromosome O","NC_048533.1",28512774,28518600,"+",117899621,"LOC117899621","-","XP_034665666.1",392,"forkhead box protein P1 isoform X5"
"chromosome O","NC_048533.1",28512774,28518169,"+",117899621,"LOC117899621","-","XP_034665662.1",517,"forkhead box protein P1 isoform X2"
"chromosome O","NC_048533.1",28512774,28518169,"+",117899621,"LOC117899621","-","XP_034665661.1",504,"forkhead box protein P1 isoform X1"
"chromosome O","NC_048533.1",28512774,28516144,"+",117899621,"LOC117899621","-","XP_034665663.1",462,"forkhead box protein P1 isoform X3"
"chromosome O","NC_048533.1",28523807,28525914,"+",117899762,"LOC117899762","-","XP_034665910.1",249,"uncharacterized protein LOC117899762"
"chromosome O","NC_048533.1",28528648,28533769,"-",117899759,"LOC117899759","-","XP_034665903.1",702,"YTH domain-containing family protein isoform X2"
"chromosome O","NC_048533.1",28528648,28533769,"-",117899759,"LOC117899759","-","XP_034665902.1",713,"YTH domain-containing family protein isoform X1"
"chromosome O","NC_048533.1",28531630,28532554,"+",117899761,"LOC117899761","-","XP_034665907.1",288,"purine nucleoside phosphorylase isoform X1"
"chromosome O","NC_048533.1",28531739,28532554,"+",117899761,"LOC117899761","-","XP_034665908.1",225,"purine nucleoside phosphorylase isoform X2"
"chromosome O","NC_048533.1",28535495,28536359,"+",117899763,"LOC117899763","-","XP_034665911.1",206,"transmembrane emp24 domain-containing protein bai isoform X1"
"chromosome O","NC_048533.1",28535495,28536046,"+",117899763,"LOC117899763","-","XP_034665912.1",125,"transmembrane emp24 domain-containing protein bai isoform X2"
"chromosome O","NC_048533.1",28536724,28542726,"-",117899760,"LOC117899760","-","XP_034665905.1",478,"inositol polyphosphate-5-phosphatase A isoform X2"
"chromosome O","NC_048533.1",28536960,28542726,"-",117899760,"LOC117899760","-","XP_034665906.1",387,"inositol polyphosphate-5-phosphatase A isoform X3"
"chromosome O","NC_048533.1",28538392,28542726,"-",117899760,"LOC117899760","-","XP_034665904.1",689,"inositol polyphosphate-5-phosphatase A isoform X1"
"chromosome O","NC_048533.1",28544195,28556388,"-",117899625,"LOC117899625","-","XP_034665671.1",2871,"E3 ubiquitin-protein ligase hyd isoform X2"
"chromosome O","NC_048533.1",28544195,28556388,"-",117899625,"LOC117899625","-","XP_034665670.1",2872,"E3 ubiquitin-protein ligase hyd isoform X1"
"chromosome O","NC_048533.1",28557882,28559637,"+",117898621,"LOC117898621","-","XP_034664067.1",269,"transforming growth factor beta regulator 1"
"chromosome O","NC_048533.1",28560545,28561834,"-",117898625,"LOC117898625","-","XP_034664072.1",155,"uncharacterized protein LOC117898625"
"chromosome O","NC_048533.1",28564759,28566049,"-",117898624,"LOC117898624","-","XP_034664071.1",177,"uncharacterized protein LOC117898624"
"chromosome O","NC_048533.1",28567278,28568598,"+",117896033,"LOC117896033","-","XP_034659932.1",224,"zinc finger protein 830, partial"
"chromosome O","NC_048533.1",28570942,28572572,"+",117898620,"LOC117898620","-","XP_034664066.1",329,"trypsin-1"
"chromosome O","NC_048533.1",28572919,28573771,"-",117898622,"LOC117898622","-","XP_034664069.1",233,"uncharacterized protein LOC117898622"
"chromosome O","NC_048533.1",28574512,28575694,"+",117898623,"LOC117898623","-","XP_034664070.1",195,"protein lin-7 homolog C"
"chromosome O","NC_048533.1",28576258,28586875,"-",117898617,"LOC117898617","-","XP_034664061.1",1110,"protein unc-13 homolog 4B isoform X2"
"chromosome O","NC_048533.1",28576258,28586875,"-",117898617,"LOC117898617","-","XP_034664060.1",1126,"protein unc-13 homolog 4B isoform X1"
"chromosome O","NC_048533.1",28576258,28586026,"-",117898617,"LOC117898617","-","XP_034664062.1",1144,"protein unc-13 homolog 4B isoform X3"
"chromosome O","NC_048533.1",28576258,28585677,"-",117898617,"LOC117898617","-","XP_034664063.1",1136,"protein unc-13 homolog 4B isoform X4"
"chromosome O","NC_048533.1",28576258,28582346,"-",117898617,"LOC117898617","-","XP_034664064.1",1097,"protein unc-13 homolog 4B isoform X5"
"chromosome O","NC_048533.1",28588013,28590765,"+",117898619,"LOC117898619","-","XP_034664065.1",774,"dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B"
"chromosome O","NC_048533.1",28591851,28593337,"-",117898070,"LOC117898070","-","XP_034663134.1",357,"glucoside xylosyltransferase 2 isoform X2"
"chromosome O","NC_048533.1",28591851,28593337,"-",117898070,"LOC117898070","-","XP_034663133.1",361,"glucoside xylosyltransferase 2 isoform X1"
"chromosome O","NC_048533.1",28591851,28593212,"-",117898070,"LOC117898070","-","XP_034663135.1",352,"glucoside xylosyltransferase 2 isoform X3"
"chromosome O","NC_048533.1",28594262,28595543,"+",117898081,"LOC117898081","-","XP_034663150.1",293,"U3 small nucleolar ribonucleoprotein protein IMP4"
"chromosome O","NC_048533.1",28602727,28603869,"+",117896830,"LOC117896830","-","XP_034661234.1",380,"fork head domain-containing protein FD4"
"chromosome O","NC_048533.1",28619605,28622190,"+",117896915,"LOC117896915","-","XP_034661345.1",286,"alpha/beta hydrolase domain-containing protein 17B"
"chromosome O","NC_048533.1",28620635,28621636,"-",117896914,"LOC117896914","-","XP_034661343.1",333,"uncharacterized protein LOC117896914 isoform X1"
"chromosome O","NC_048533.1",28620646,28621636,"-",117896914,"LOC117896914","-","XP_034661344.1",302,"uncharacterized protein LOC117896914 isoform X2"
"chromosome O","NC_048533.1",28622204,28624363,"+",117896034,"LOC117896034","-","XP_034659934.1",590,"uncharacterized protein LOC117896034"
"chromosome O","NC_048533.1",28625056,28626051,"-",117896035,"LOC117896035","-","XP_034659935.1",331,"uncharacterized protein LOC117896035"
"chromosome O","NC_048533.1",28626435,28628811,"-",117896924,"LOC117896924","-","XP_034661355.1",540,"uncharacterized protein LOC117896924"
"chromosome O","NC_048533.1",28633420,28637280,"-",117897938,"LOC117897938","-","XP_034662920.1",751,"LOW QUALITY PROTEIN: endothelin-converting enzyme homolog"
"chromosome O","NC_048533.1",28638644,28642228,"-",117898860,"LOC117898860","-","XP_034664428.1",929,"tubulin polyglutamylase TTLL5"
"chromosome O","NC_048533.1",28643865,28647233,"-",117898858,"LOC117898858","-","XP_034664426.1",1122,"uncharacterized protein LOC117898858"
"chromosome O","NC_048533.1",28651202,28652613,"+",117898864,"LOC117898864","-","XP_034664433.1",336,"plasminogen activator inhibitor 1 RNA-binding protein"
"chromosome O","NC_048533.1",28653451,28654843,"-",117898862,"LOC117898862","-","XP_034664432.1",362,"molybdopterin synthase catalytic subunit isoform X2"
"chromosome O","NC_048533.1",28653451,28654843,"-",117898862,"LOC117898862","-","XP_034664431.1",364,"molybdopterin synthase catalytic subunit isoform X1"
"chromosome O","NC_048533.1",28654854,28655117,"-",117898865,"LOC117898865","-","XP_034664434.1",87,"molybdopterin synthase sulfur carrier subunit"
"chromosome O","NC_048533.1",28655996,28659478,"+",117898859,"LOC117898859","-","XP_034664427.1",1003,"nuclear export mediator factor NEMF homolog"
"chromosome O","NC_048533.1",28660209,28664833,"+",117898861,"LOC117898861","-","XP_034664429.1",797,"FERM domain-containing protein 8 isoform X1"
"chromosome O","NC_048533.1",28661318,28664833,"+",117898861,"LOC117898861","-","XP_034664430.1",788,"FERM domain-containing protein 8 isoform X2"
"chromosome O","NC_048533.1",28669228,28670505,"+",117896511,"LOC117896511","-","XP_034660756.1",425,"protein distal antenna-related"
"chromosome O","NC_048533.1",28687599,28688448,"-",117896771,"LOC117896771","-","XP_034661139.1",199,"ubiquitin-conjugating enzyme E2-22 kDa-like"
"chromosome O","NC_048533.1",28698402,28723824,"-",117897708,"LOC117897708","-","XP_034662621.1",898,"coiled-coil domain-containing protein lobo"
"chromosome O","NC_048533.1",28717780,28719840,"+",117897709,"LOC117897709","-","XP_034662622.1",686,"protein distal antenna"
"chromosome O","NC_048533.1",28724950,28725778,"+",117896036,"LOC117896036","-","XP_034659936.1",255,"uncharacterized protein LOC117896036"
"chromosome O","NC_048533.1",28726418,28732016,"-",117899195,"LOC117899195","-","XP_034664952.1",768,"tyrosine kinase receptor Cad96Ca isoform X2"
"chromosome O","NC_048533.1",28726418,28731086,"-",117899195,"LOC117899195","-","XP_034664950.1",768,"tyrosine kinase receptor Cad96Ca isoform X1"
"chromosome O","NC_048533.1",28726418,28731086,"-",117899195,"LOC117899195","-","XP_034664951.1",768,"tyrosine kinase receptor Cad96Ca isoform X1"
"chromosome O","NC_048533.1",28726418,28731047,"-",117899195,"LOC117899195","-","XP_034664953.1",755,"tyrosine kinase receptor Cad96Ca isoform X3"
"chromosome O","NC_048533.1",28734379,28737707,"+",117899194,"LOC117899194","-","XP_034664948.1",1022,"uncharacterized protein LOC117899194 isoform X1"
"chromosome O","NC_048533.1",28735203,28737707,"+",117899194,"LOC117899194","-","XP_034664949.1",816,"uncharacterized protein LOC117899194 isoform X2"
"chromosome O","NC_048533.1",28738278,28738937,"-",117899198,"LOC117899198","-","XP_034664962.1",178,"SAYSvFN domain-containing protein 1 isoform X2"
"chromosome O","NC_048533.1",28738278,28738937,"-",117899198,"LOC117899198","-","XP_034664961.1",184,"SAYSvFN domain-containing protein 1 isoform X1"
"chromosome O","NC_048533.1",28740220,28742732,"+",117899197,"LOC117899197","-","XP_034664960.1",504,"synaptic vesicle glycoprotein 2B-like"
"chromosome O","NC_048533.1",28743248,28751517,"-",117899196,"LOC117899196","-","XP_034664954.1",599,"uncharacterized protein CG45076 isoform X1"
"chromosome O","NC_048533.1",28743248,28751517,"-",117899196,"LOC117899196","-","XP_034664956.1",579,"uncharacterized protein CG45076 isoform X2"
"chromosome O","NC_048533.1",28745487,28751517,"-",117899196,"LOC117899196","-","XP_034664957.1",334,"uncharacterized protein CG45076 isoform X3"
"chromosome O","NC_048533.1",28748696,28751517,"-",117899196,"LOC117899196","-","XP_034664959.1",130,"protein anoxia up-regulated isoform X5"
"chromosome O","NC_048533.1",28749499,28751517,"-",117899196,"LOC117899196","-","XP_034664958.1",163,"uncharacterized protein CG45078 isoform X4"
"chromosome O","NC_048533.1",28753326,28755255,"-",117898327,"LOC117898327","-","XP_034663542.1",573,"cylicin-2-like isoform X2"
"chromosome O","NC_048533.1",28753326,28755255,"-",117898327,"LOC117898327","-","XP_034663541.1",586,"cylicin-2-like isoform X1"
"chromosome O","NC_048533.1",28756337,28757672,"+",117896940,"LOC117896940","-","XP_034661375.1",261,"uncharacterized protein LOC117896940"
"chromosome O","NC_048533.1",28757925,28759247,"-",117896865,"LOC117896865","-","XP_034661286.1",377,"uncharacterized protein LOC117896865"
"chromosome O","NC_048533.1",28761443,28762554,"-",117896037,"LOC117896037","-","XP_034659937.1",144,"ADP-ribose glycohydrolase OARD1-like"
"chromosome O","NC_048533.1",28762622,28764028,"-",117898020,"LOC117898020","-","XP_034663043.1",408,"39S ribosomal protein L37, mitochondrial"
"chromosome O","NC_048533.1",28765018,28766340,"-",117897732,"LOC117897732","-","XP_034662652.1",376,"protein arginine N-methyltransferase 1-B"
"chromosome O","NC_048533.1",28767619,28770006,"+",117897657,"LOC117897657","-","XP_034662532.1",734,"DNA replication licensing factor Mcm5"
"chromosome O","NC_048533.1",28773227,28773682,"+",117897744,"LOC117897744","-","XP_034662677.1",151,"abnormal spindle-like microcephaly-associated protein homolog"
"chromosome O","NC_048533.1",28774562,28784869,"-",117896038,"LOC117896038","-","XP_034659938.1",1602,"uncharacterized protein LOC117896038"
"chromosome O","NC_048533.1",28785631,28787014,"-",117896039,"LOC117896039","-","XP_034659939.1",266,"uncharacterized protein LOC117896039"
"chromosome O","NC_048533.1",28789410,28791179,"+",117897977,"LOC117897977","-","XP_034662980.1",528,"probable tubulin polyglutamylase ttll-15"
"chromosome O","NC_048533.1",28797469,28811030,"+",117897389,"LOC117897389","-","XP_034662089.1",1931,"cadherin-86C isoform X1"
"chromosome O","NC_048533.1",28797469,28811030,"+",117897389,"LOC117897389","-","XP_034662090.1",1925,"cadherin-86C isoform X2"
"chromosome O","NC_048533.1",28797469,28808235,"+",117897389,"LOC117897389","-","XP_034662091.1",992,"cadherin-86C isoform X3"
"chromosome O","NC_048533.1",28797469,28808235,"+",117897389,"LOC117897389","-","XP_034662092.1",986,"cadherin-86C isoform X4"
"chromosome O","NC_048533.1",28813284,28815709,"+",117896530,"LOC117896530","-","XP_034660792.1",75,"protein midgut expression 1"
"chromosome O","NC_048533.1",28813284,28815709,"+",117896530,"LOC117896530","-","XP_034660794.1",75,"protein midgut expression 1"
"chromosome O","NC_048533.1",28818818,28819531,"-",117896577,"LOC117896577","-","XP_034660874.1",237,"lysophospholipase-like protein 1"
"chromosome O","NC_048533.1",28822056,28825392,"+",117896576,"LOC117896576","-","XP_034660870.1",783,"kelch-like ECH-associated protein 1B isoform X1"
"chromosome O","NC_048533.1",28822056,28825392,"+",117896576,"LOC117896576","-","XP_034660871.1",773,"kelch-like ECH-associated protein 1B isoform X2"
"chromosome O","NC_048533.1",28822878,28825392,"+",117896576,"LOC117896576","-","XP_034660872.1",750,"kelch-like ECH-associated protein 1B isoform X3"
"chromosome O","NC_048533.1",28823279,28825392,"+",117896576,"LOC117896576","-","XP_034660873.1",641,"kelch-like ECH-associated protein 1B isoform X4"
"chromosome O","NC_048533.1",28825813,28826667,"-",117896579,"LOC117896579","-","XP_034660875.1",203,"28S ribosomal protein S11, mitochondrial"
"chromosome O","NC_048533.1",28827131,28829119,"+",117896265,"LOC117896265","-","XP_034660347.1",583,"guanine nucleotide-binding protein-like 3 homolog"
"chromosome O","NC_048533.1",28830855,28836456,"-",117896264,"LOC117896264","-","XP_034660346.1",602,"mothers against decapentaplegic homolog 6"
"chromosome O","NC_048533.1",28845639,28849038,"-",117896877,"LOC117896877","-","XP_034661296.1",975,"protein PAT1 homolog 1 isoform X1"
"chromosome O","NC_048533.1",28845639,28847884,"-",117896877,"LOC117896877","-","XP_034661297.1",705,"protein PAT1 homolog 1 isoform X2"
"chromosome O","NC_048533.1",28849606,28850615,"+",117897648,"LOC117897648","-","XP_034662514.1",316,"uncharacterized protein LOC117897648"
"chromosome O","NC_048533.1",28850876,28851928,"-",117897649,"LOC117897649","-","XP_034662515.1",306,"putative tRNA (cytidine(32)/guanosine(34)-2\\'-O)-methyltransferase 1"
"chromosome O","NC_048533.1",28853857,28856100,"+",117897989,"LOC117897989","-","XP_034663005.1",662,"peroxidase"
"chromosome O","NC_048533.1",28857477,28859713,"+",117897990,"LOC117897990","-","XP_034663006.1",629,"basic salivary proline-rich protein 2"
"chromosome O","NC_048533.1",28861079,28866317,"+",117897987,"LOC117897987","-","XP_034663002.1",1502,"bromodomain adjacent to zinc finger domain protein 1A"
"chromosome O","NC_048533.1",28867192,28871744,"-",117897988,"LOC117897988","-","XP_034663004.1",728,"DDB1- and CUL4-associated factor 5"
"chromosome O","NC_048533.1",28867894,28869724,"+",117898560,"LOC117898560","-","XP_034663936.1",591,"uncharacterized protein LOC117898560"
